REFKEY	TITLE	TITLE2	AUTHORS	AUTHORS2	JOURNAL	VOLUME	YEAR	PAGES	JNUM	PMID
87997	Oxymetholone: III. Evaluation in the p53+/- transgenic mouse model [comment] [see comments]		Stoll RE; Holden HE; Barthel CH; Blanchard KT		Toxicol Pathol	27	1999	513-8	J:59521	10528630
87998	Oxymetholone: II. Evaluation in the Tg-AC transgenic mouse model for detection of carcinogens [comment] [see comments]		Holden HE; Stoll RE; Blanchard KT		Toxicol Pathol	27	1999	507-12	J:59522	10528629
87999	Noninsulin-dependent diabetes mellitus occurs in mice ectopically expressing the human Axl tyrosine kinase receptor.		Augustine KA; Rossi RM; Van G; Housman J; Stark K; Danilenko D; Varnum B; Medlock E		J Cell Physiol	181	1999	433-47	J:59523	10528229
88000	Spontaneous and thiazolidinedione-induced B6C3F1 mouse hemangiosarcomas exhibit low ras oncogene mutation frequencies.		Duddy SK; Gorospe SM; Bleavins MR; de la Iglesia FA		Toxicol Appl Pharmacol	160	1999	133-40	J:59524	10527912
88001	Ferrochelatase, a novel target for photodynamic therapy of cancer.		Bhasin G; Kausar H; Athar M		Oncol Rep	6	1999	1439-42	J:59525	10523727
88002	Increased neoplasm development due to immunosuppressive treatment with FK-506 in BALB/C mice persistently infected with the mouse herpesvirus (MHV-72).		Mistrikova J; Mrmusova M; Durmanova V; Rajcani J		Viral Immunol	12	1999	237-47	J:59513	10532652
88003	Cancer biology: extracellular proteinases in malignancy.		Matrisian LM		Curr Biol	9	1999	R776-8	J:59514	10531025
88004	Effect of heterozygous loss of p53 on benzo[a]pyrene-induced mutations and tumors in DNA repair-deficient XPA mice.		van Oostrom CT; Boeve M; van Den Berg J; de Vries A; Dolle ME; Beems RB; van Kreijl CF; Vijg J; van Steeg H		Environ Mol Mutagen	34	1999	124-30	J:59517	10529736
88005	Protection against 12-O-tetradecanoylphorbol-13-acetate induced skin-hyperplasia and tumor promotion, in a two-stage carcinogenesis mouse model, by the 2,3-dimethyl-6(2-dimethylaminoethyl)-6H-indolo-[2,3-b]quinoxaline analogue of ellipticine.		Skarin T; Rozell BL; Bergman J; Toftgard R; Moller L		Chem Biol Interact	122	1999	89-106	J:59519	10528995
88006	Transponder-induced sarcoma in the heterozygous p53+/- mouse.		Blanchard KT; Barthel C; French JE; Holden HE; Moretz R; Pack FD; Tennant RW; Stoll RE		Toxicol Pathol	27	1999	519-27	J:59520	10528631
88007	N-3, n-6 and n-9 dietary fatty acids modulate the growth parameters of murine salivary gland tumors induced by dimethylbenzanthracene.		Actis AB; Lopez CB; Joekes S; Eynard AR		Prostaglandins Leukot Essent Fatty Acids	61	1999	259-65	J:59547	10574651
88008	Thymic hormones, cancer and behavioural adaptive responses.		Lempereur L; Cantarella G; Murabito P; Chiarenza A; Fiore L; Zappala G; Bernardini R		Ann Med	31 Suppl 2	1999	40-5	J:59548	10574154
88009	Mutational analysis of transgenic mouse B cell lymphomas: indication of a Trp53-independent pathway in tumor progression.		Samant SA; Sheppard RD		Leuk Res	23	1999	939-46	J:59549	10573140
88010	12-O-tetradecanoylphorbol-13-acetate promotion of transgenic mouse epidermis coexpressing transforming growth factor-alpha and v-fos: acceleration of autonomous papilloma formation and malignant conversion via c-Ha-ras activation.		Wang XJ; Liefer KM; Greenhalgh DA; Roop DR		Mol Carcinog	26	1999	305-11	J:59550	10569807
88011	Bcl-2 expression delays mammary tumor development in dimethylbenz(a)anthracene-treated transgenic mice.		Murphy KL; Kittrell FS; Gay JP; Jager R; Medina D; Rosen JM		Oncogene	18	1999	6597-604	J:59579	10597264
88012	Effect of elevated levels of ornithine decarboxylase on cell cycle progression in skin.		Gilmour SK; Birchler M; Smith MK; Rayca K; Mostochuk J		Cell Growth Differ	10	1999	739-48	J:59581	10593650
88013	Inhibitory effect of 12-O-tetradecanoylphorbol-13-acetate-caused tumor promotion in benzo[a]pyrene-initiated CD-1 mouse skin by baicalein		Lee MJ; Wang CJ; Tsai YY; Hwang JM; Lin WL; Tseng TH; Chu CY		Nutr Cancer	34	1999	185-91	J:59583	10578486
88014	Toxicologic evaluation of flavor ingredients added to cigarette tobacco: skin painting bioassay of cigarette smoke condensate in SENCAR mice		Gaworski CL; Heck JD; Bennett MB; Wenk ML		Toxicology	139	1999	1-17	J:59571	10614684
88015	Expansion of Pdx1-expressing pancreatic epithelium and islet neogenesis in transgenic mice overexpressing transforming growth factor alpha.		Song SY; Gannon M; Washington MK; Scoggins CR; Meszoely IM; Goldenring JR; Marino CR; Sandgren EP; Coffey RJ Jr; Wright CV; Leach SD		Gastroenterology	117	1999	1416-26	J:59869	10579983
88016	Antitumorigenic actions of growth hormone-releasing hormone antagonists [comment]		Kineman RD		Proc Natl Acad Sci U S A	97	2000	532-4	J:59897	10639112
88017	Heritable lympho-epithelial thymoma resulting from a transgene insertional mutation.		Nakajima H; Nakajima HO; Soonpaa MH; Jing S; Field LJ		Oncogene	19	2000	32-8	J:59903	10644977
88018	Lessons from genetically engineered animal models. VII. Apoptosis in intestinal epithelium: lessons from transgenic and knockout mice.		Watson AJ; Pritchard DM		Am J Physiol Gastrointest Liver Physiol	278	2000	G1-5	J:59963	10644554
88019	Hair follicle apoptosis and Bcl-2.		Muller-Rover S; Rossiter H; Lindner G; Peters EM; Kupper TS; Paus R		J Investig Dermatol Symp Proc	4	1999	272-7	J:59943	10674380
88020	Organ-specific, carcinogen-induced increases in cell proliferation in p53-deficient mice.		Sukata T; Ozaki K; Uwagawa S; Seki T; Wanibuchi H; Yamamoto S; Okuno Y; Fukushima S		Cancer Res	60	2000	74-9	J:59949	10646856
88021	Influence of interferon-alpha2b (IFN-alpha2b) on the prevention of locally advanced bladder carcinoma in mice		Otto T; Bex A; Lummen G; Rubben H		Urol Res	27	1999	489-92	J:60013	10651139
88022	Barrett's esophagus and associated adenocarcinoma in a mouse surgical model		Xu X; LoCicero J 3rd; Macri E; Loda M; Ellis FH Jr		J Surg Res	88	2000	120-4	J:60016	10644476
88023	The tyrosinase related protein-1 (Tyrp1) promoter in transgenic experiments: targeted expression to the retinal pigment epithelium		Beermann F		Cell Mol Biol (Noisy-Le-Grand)	45	1999	961-8	J:60017	10644000
88024	A locus that influences susceptibility to 1, 2-dimethylhydrazine-induced colon tumors maps to the distal end of mouse chromosome 3.		Angel JM; Popova N; Lanko N; Turusov VS; DiGiovanni J		Mol Carcinog	27	2000	47-54	J:60018	10642436
88025	A farnesyl transferase inhibitor suppresses TPA-mediated skin tumor development without altering hyperplasia in the ras transgenic Tg.AC mouse		Trempus CS; Bishop WR; Njoroge FG; Doll RJ; Battalora MS; Mahler JF; Haseman JK; Tennant RW		Mol Carcinog	27	2000	24-33	J:60019	10642434
88026	Ozone carcinogenesis revisited.		Witschi H; Espiritu I; Pinkerton KE; Murphy K; Maronpot RR		Toxicol Sci	52	1999	162-7	J:60027	10630568
88027	Inhibition by whole-body hyperthermia with far-infrared rays of the growth of spontaneous mammary tumours in mice		Udagawa Y; Nagasawa H; Kiyokawa S		Anticancer Res	19	1999	4125-30	J:60028	10628363
88028	Inhibition of skin cancer by IP6 in vivo: initiation-promotion model.		Ishikawa T; Nakatsuru Y; Zarkovic M; Shamsuddin AM		Anticancer Res	19	1999	3749-52	J:60030	10625952
88029	Suppression of lung and liver carcinogenesis in mice by oral administration of myo-inositol.		Nishino H; Murakoshi M; Masuda M; Tokuda H; Satomi Y; Onozuka M; Yamaguchi S; Bu P; Tsuruta A; Nosaka K; Baba M; Takasuka N		Anticancer Res	19	1999	3663-4	J:60031	10625935
88030	Chemoprevention of pulmonary carcinogenesis by myo-inositol.		Wattenberg LW		Anticancer Res	19	1999	3659-61	J:60032	10625934
88031	Inhibition of chemical carcinogenesis by Psoralea corylifolia seeds		Latha PG; Panikkar KR		J Ethnopharmacol	68	1999	295-8	J:60033	10624891
88032	Overexpression of aromatase leads to development of testicular leydig cell tumors : an in vivo model for hormone-mediated TesticularCancer.		Fowler KA; Gill K; Kirma N; Dillehay DL; Tekmal RR		Am J Pathol	156	2000	347-53	J:60034	10623684
88033	Photoreceptor cell tumors in transgenic mice.		Howes KA; Lasudry JG; Albert DM; Windle JJ		Invest Ophthalmol Vis Sci	35	1994	342-51	J:60231	8112979
88034	Ability of systemic interleukin-12 to hamper progressive stages of mammary carcinogenesis in HER2/neu transgenic mice.		Boggio K; Di Carlo E; Rovero S; Cavallo F; Quaglino E; Lollini PL; Nanni P; Nicoletti G; Wolf S; Musiani P; Forni G		Cancer Res	60	2000	359-64	J:60215	10667588
88035	Tamoxifen chemoprevention of a hormone-independent tumor in the proto-neu transgenic mice model.		Menard S; Aiello P; Tagliabue E; Rumio C; Lollini PL; Colnaghi MI; Balsari A		Cancer Res	60	2000	273-5	J:60217	10667575
88036	Transgenic expression of the chemokine receptor encoded by human herpesvirus 8 induces an angioproliferative disease resembling Kaposi's sarcoma [see comments]		Yang TY; Chen SC; Leach MW; Manfra D; Homey B; Wiekowski M; Sullivan L; Jenh CH; Narula SK; Chensue SW; Lira SA		J Exp Med	191	2000	445-54	J:60254	10662790
88037	MDM2--master regulator of the p53 tumor suppressor protein.		Momand J; Wu HH; Dasgupta G		Gene	242	2000	15-29	J:60295	10721693
88038	Downregulation of the p53 tumor suppressor gene and upregulation of the bcl-2 gene in retinoic acid receptor alpha-deficient transgenic mice		Haidar MA; Manshouri T; Keating MJ; Kantarjian HM; Freireich EJ; Mehta K; Albitar M		Int J Oncol	16	2000	561-5	J:60478	10675490
88039	ATR disruption leads to chromosomal fragmentation and early embryonic lethality.		Brown EJ; Baltimore D		Genes Dev	14	2000	397-402	J:60768	10691732
88040	Mammalian DNA mismatch repair		Buermeyer AB; Deschenes SM; Baker SM; Liskay RM		Annu Rev Genet	33	1999	533-64	J:60788	10690417
88041	Sensitivity to myc-induced apoptosis is retained in spontaneous and transplanted lymphomas of CD2-mycER mice.		Blyth K; Stewart M; Bell M; James C; Evan G; Neil JC; Cameron ER		Oncogene	19	2000	773-82	J:60583	10698495
88042	Accelerated appearance of multiple B cell lymphoma types in NFS/N mice congenic for ecotropic murine leukemia viruses.		Hartley JW; Chattopadhyay SK; Lander MR; Taddesse-Heath L; Naghashfar Z; Morse HC 3rd; Fredrickson TN		Lab Invest	80	2000	159-69	J:60584	10701686
88043	Altered surface expression and increased turnover of the alpha6beta4 integrin in an undifferentiated carcinoma.		Witkowski CM; Bowden GT; Nagle RB; Cress AE		Carcinogenesis	21	2000	325-30	J:60615	10657977
88044	Suppression of apoptosis in C3H mouse liver tumors by activated Ha-ras oncogene.		Frey S; Buchmann A; Bursch W; Schulte-Hermann R; Schwarz M		Carcinogenesis	21	2000	161-6	J:60617	10657952
88045	Expression analysis of the group IIA secretory phospholipase A(2) in mice with differential susceptibility to azoxymethane-induced colon tumorigenesis.		Papanikolaou A; Wang QS; Mulherkar R; Bolt A; Rosenberg DW		Carcinogenesis	21	2000	133-8	J:60619	10657948
88046	Curcumin-containing diet inhibits diethylnitrosamine-induced murine hepatocarcinogenesis.		Chuang SE; Kuo ML; Hsu CH; Chen CR; Lin JK; Lai GM; Hsieh CY; Cheng AL		Carcinogenesis	21	2000	331-5	J:60614	10657978
88047	Signaling in leukemia: which messenger to kill? [comment]		Pear WS		J Clin Invest	105	2000	419-22	J:60674	10683370
88048	Basal cell carcinomas in mice overexpressing Gli2 in skin.		Grachtchouk M; Mo R; Yu S; Zhang X; Sasaki H; Hui CC; Dlugosz AA		Nat Genet	24	2000	216-7	J:60757	10700170
88049	Molecular pathology of cyclooxygenase-2 in neoplasia		Fosslien E		Ann Clin Lab Sci	30	2000	3-21	J:60801	10678579
88050	Human AML1/MDS1/EVI1 fusion protein induces an acute myelogenous leukemia (AML) in mice: A model for human AML		Cuenco GM; Nucifora G; Ren R		Proc Natl Acad Sci U S A	97	2000	1760-5	J:60802	10677531
88051	Interleukin-7/B7.1-encoding adenoviruses induce rejection of transplanted but not nontransplanted tumors		Willimsky G; Blankenstein T		Cancer Res	60	2000	685-92	J:60803	10676654
88052	Transgenic mice overexpressing protein kinase C epsilon in their epidermis exhibit reduced papilloma burden but enhanced carcinoma formation after tumor promotion		Reddig PJ; Dreckschmidt NE; Zou J; Bourguignon SE; Oberley TD; Verma AK		Cancer Res	60	2000	595-602	J:60804	10676642
88053	Kaplan-Meier tumor probability as a starting point for dose-response modeling provides accurate lifetime risk estimates from rodent carcinogenicity studies		Ten Berge WF		Ann N Y Acad Sci	895	1999	112-24	J:60805	10676412
88054	Effects of nicotinamide on mouse skin tumor development and its mode of action		Gupta KP		Biomed Environ Sci	12	1999	177-87	J:60806	10674181
88055	Chemical hepatocarcinogenesis in transgenic mice overexpressing mature TGF beta-1 in liver		Schnur J; Nagy P; Sebestyen A; Schaff Z; Thorgeirsson SS		Eur J Cancer	35	1999	1842-5	J:60807	10674001
88056	The role of COX-2 in intestinal cancer		Williams C; Shattuck-Brandt RL; DuBois RN		Ann N Y Acad Sci	889	1999	72-83	J:60808	10668484
88057	Genetic factors in immunity and aging.		Doria G; Frasca D		Vaccine	18	2000	1591-5	J:60789	10689133
88058	Leukemia initiated by PMLRARalpha: the PML domain plays a critical role while retinoic acid-mediated transactivation is dispensable		Kogan SC; Hong Sh; Shultz DB; Privalsky ML; Bishop JM		Blood	95	2000	1541-50	J:60790	10688806
88059	Antitumor effects of bis(ethyl)polyamine analogs on mammary tumor development in FVB/NTgN (MMTVneu) transgenic mice.		Shah N; Antony T; Haddad S; Amenta P; Shirahata A; Thomas TJ; Thomas T		Cancer Lett	146	1999	15-23	J:60826	10656605
88060	Tumorigenicity of nitropolycyclic aromatic hydrocarbons in the neonatal B6C3F1 mouse bioassay and characterization of ras mutations in liver tumors from treated mice.		Von Tungeln LS; Xia Q; Herreno-Saenz D; Bucci TJ; Heflich RH; Fu PP		Cancer Lett	146	1999	1-7	J:60827	10656603
88061	Effects of simultaneous treatment with hydroxyapatite and coffee cherry, the residue left after the removal of coffee beans, on spontaneous mammary tumourigenesis and related parameters in SHN mice		Nagasawa H; Hirayama T; Inatomi H		In Vivo	13	1999	385-8	J:60828	10654190
88062	Effects of 100 mT time varying magnetic fields on the growth of tumors in mice.		de Seze R; Tuffet S; Moreau JM; Veyret B		Bioelectromagnetics	21	2000	107-11	J:60829	10653621
88063	Preventive effect of hesperidin against inflammation in CD-1 mouse skin caused by tumor promoter.		Koyuncu H; Berkarda B; Baykut F; Soybir G; Alatli C; Gul H; Altun M		Anticancer Res	19	1999	3237-41	J:60830	10652617
88064	The Brca1 and Brca2 proteins and tumor pathogenesis.		Ingvarsson S		Anticancer Res	19	1999	2853-61	J:60831	10652564
88065	Oncogenic activating mutations in the neu/erbB-2 oncogene are involved in the induction of mammary tumors		Chan R; Muller WJ; Siegel PM		Ann N Y Acad Sci	889	1999	45-51	J:60809	10668481
88066	Cellular mechanisms of risk and transformation		Augenlicht LH; Bordonaro M; Heerdt BG; Mariadason J; Velcich A		Ann N Y Acad Sci	889	1999	20-31	J:60810	10668479
88067	Preclinical mouse models for cancer chemoprevention studies		Lipkin M; Yang K; Edelmann W; Xue L; Fan K; Risio M; Newmark H; Kucherlapati R		Ann N Y Acad Sci	889	1999	14-9	J:60811	10668478
88068	Induction of uterine adenocarcinoma in CD-1 mice by catechol estrogens		Newbold RR; Liehr JG		Cancer Res	60	2000	235-7	J:60813	10667565
88069	Evidence that the epidermal targets of carcinogen action are found in the interfollicular epidermis of infundibulum as well as in the hair follicles		Morris RJ; Tryson KA; Wu KQ		Cancer Res	60	2000	226-9	J:60814	10667563
88070	Intestinal tumor load in the Min/+ mouse model is not correlated with eicosanoid biosynthesis		Whelan J; Chiu CH; McEntee MF		Adv Exp Med Biol	469	1999	607-15	J:60815	10667389
88071	Tumorigenesis in mice with a fusion of the leukaemia oncogene Mll and the bacterial lacZ gene.		Dobson CL; Warren AJ; Pannell R; Forster A; Rabbitts TH		EMBO J	19	2000	843-51	J:60894	10698926
88072	FADD/MORT1 regulates the pre-TCR checkpoint and can function as a tumour suppressor.		Newton K; Harris AW; Strasser A		EMBO J	19	2000	931-41	J:60895	10698935
88073	Elevated luteinizing hormone induces expression of its receptor and promotes steroidogenesis in the adrenal cortex.		Kero J; Poutanen M; Zhang FP; Rahman N; McNicol AM; Nilson JH; Keri RA; Huhtaniemi IT		J Clin Invest	105	2000	633-41	J:60969	10712435
88074	Recombinant human platelet-activating factor-acetylhydrolase inhibits airway inflammation and hyperreactivity in mouse asthma model.		Henderson WR Jr; Lu J; Poole KM; Dietsch GN; Chi EY		J Immunol	164	2000	3360-7	J:60977	10706731
88075	Colonic cell proliferation and aberrant crypt foci formation are inhibited by dairy glycosphingolipids in 1, 2-dimethylhydrazine-treated CF1 mice.		Schmelz EM; Sullards MC; Dillehay DL; Merrill AH Jr		J Nutr	130	2000	522-7	J:61220	10702579
88076	TCR v(beta) repertoire restriction and lack of CDR3 conservation implicate TCR-superantigen interactions in promoting the clonal evolution of murine thymic lymphomas		Gomez G; Clarkin KZ; Kraig E; Infante AJ; Richie ER		Int Immunol	12	2000	263-70	J:61221	10700461
88077	The P190, P210, and P230 forms of the BCR/ABL oncogene induce a similar chronic myeloid leukemia-like syndrome in mice but have different lymphoid leukemogenic activity.		Li S; Ilaria RL Jr; Million RP; Daley GQ; Van Etten RA		J Exp Med	189	1999	1399-412	J:54548	10224280
